,Symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,Date Filed 2016,File Name 2016,Url 2016,sentimento 2016,Date Filed 2017,File Name 2017,Url 2017,sentimento 2017,Date Filed 2018,File Name 2018,Url 2018,sentimento 2018,Date Filed 2019,File Name 2019,Url 2019,sentimento 2019,Date Filed 2020,File Name 2020,Url 2020,sentimento 2020,retorno_7d 2020,retorno_1d 2020,retorno_7d 2019,retorno_1d 2019,retorno_7d 2018,retorno_1d 2018,retorno_7d 2017,retorno_1d 2017,retorno_7d 2016,retorno_1d 2016
287,LHX,L3Harris Technologies,reports,Industrials,Aerospace & Defense,Melbourne; Florida,2008-09-22,202058,2019 (1895),2016-08-29,202058_0000202058-16-000022.mda,https://www.sec.gov/Archives/edgar/data/202058/0000202058-16-000022.txt,-0.23,2017-08-29,202058_0000202058-17-000037.mda,https://www.sec.gov/Archives/edgar/data/202058/0000202058-17-000037.txt,1.09,2018-08-27,202058_0000202058-18-000063.mda,https://www.sec.gov/Archives/edgar/data/202058/0000202058-18-000063.txt,1.43,2019-08-22,202058_0000202058-19-000090.mda,https://www.sec.gov/Archives/edgar/data/202058/0000202058-19-000090.txt,1.48,,nan,,0.00,0.00,0.00,0.00,-0.02,-0.01,0.00,0.01,0.01,0.00,0.00
288,PXD,Pioneer Natural Resources,reports,Energy,Oil & Gas Exploration & Production,Irving; Texas,2008-09-24,1038357,1997,2016-02-19,1038357_0001038357-16-000101.mda,https://www.sec.gov/Archives/edgar/data/1038357/0001038357-16-000101.txt,-3.61,2017-02-17,1038357_0001038357-17-000012.mda,https://www.sec.gov/Archives/edgar/data/1038357/0001038357-17-000012.txt,-2.42,2018-02-20,1038357_0001038357-18-000015.mda,https://www.sec.gov/Archives/edgar/data/1038357/0001038357-18-000015.txt,-0.69,2019-02-26,1038357_0001038357-19-000010.mda,https://www.sec.gov/Archives/edgar/data/1038357/0001038357-19-000010.txt,-0.55,2020-02-24,1038357_0001038357-20-000009.mda,https://www.sec.gov/Archives/edgar/data/1038357/0001038357-20-000009.txt,-2.66,-0.09,-0.04,0.00,-0.01,-0.02,-0.02,-0.04,0.00,0.02,0.03
289,APH,Amphenol Corp,reports,Information Technology,Electronic Components,Wallingford; Connecticut,2008-09-30,820313,1932,2016-02-19,820313_0001104659-16-098503.mda,https://www.sec.gov/Archives/edgar/data/820313/0001104659-16-098503.txt,2.54,2017-02-17,820313_0001558370-17-000659.mda,https://www.sec.gov/Archives/edgar/data/820313/0001558370-17-000659.txt,2.60,2018-02-21,820313_0001558370-18-000871.mda,https://www.sec.gov/Archives/edgar/data/820313/0001558370-18-000871.txt,3.56,2019-02-13,820313_0001558370-19-000636.mda,https://www.sec.gov/Archives/edgar/data/820313/0001558370-19-000636.txt,4.36,2020-02-12,820313_0001558370-20-000728.mda,https://www.sec.gov/Archives/edgar/data/820313/0001558370-20-000728.txt,2.54,0.00,0.02,0.02,0.00,0.01,0.00,0.01,0.00,0.02,0.01
290,NDAQ,Nasdaq,reports,Financials,Financial Exchanges & Data,New York City; New York,2008-10-22,1120193,1971,2016-02-26,1120193_0001120193-16-000020.mda,https://www.sec.gov/Archives/edgar/data/1120193/0001120193-16-000020.txt,-3.53,2017-03-01,1120193_0001120193-17-000003.mda,https://www.sec.gov/Archives/edgar/data/1120193/0001120193-17-000003.txt,-0.52,2018-02-28,1120193_0001120193-18-000003.mda,https://www.sec.gov/Archives/edgar/data/1120193/0001120193-18-000003.txt,0.97,2019-02-22,1120193_0001120193-19-000002.mda,https://www.sec.gov/Archives/edgar/data/1120193/0001120193-19-000002.txt,-0.66,2020-02-25,1120193_0001120193-20-000004.mda,https://www.sec.gov/Archives/edgar/data/1120193/0001120193-20-000004.txt,-2.45,-0.04,-0.01,0.04,0.02,0.03,-0.03,-0.01,0.00,0.01,-0.02
291,WEC,WEC Energy Group,reports,Utilities,Electric Utilities,Milwaukee; Wisconsin,2008-10-31,783325,1896,2016-02-26,783325_0000107815-16-000248.mda,https://www.sec.gov/Archives/edgar/data/783325/0000107815-16-000248.txt,0.08,2017-02-28,783325_0000107815-17-000104.mda,https://www.sec.gov/Archives/edgar/data/783325/0000107815-17-000104.txt,0.88,2018-02-28,783325_0000107815-18-000134.mda,https://www.sec.gov/Archives/edgar/data/783325/0000107815-18-000134.txt,1.12,2019-02-26,783325_0000107815-19-000128.mda,https://www.sec.gov/Archives/edgar/data/783325/0000107815-19-000128.txt,0.43,2020-02-27,783325_0000107815-20-000089.mda,https://www.sec.gov/Archives/edgar/data/783325/0000107815-20-000089.txt,1.21,0.04,-0.08,0.01,0.00,-0.02,-0.02,0.00,0.01,-0.02,-0.03
292,SJM,JM Smucker,reports,Consumer Staples,Packaged Foods & Meats,Orrville; Ohio,2008-11-06,91419,1897,2016-06-21,91419_0000091419-16-000007.mda,https://www.sec.gov/Archives/edgar/data/91419/0000091419-16-000007.txt,0.00,2017-06-19,91419_0000091419-17-000005.mda,https://www.sec.gov/Archives/edgar/data/91419/0000091419-17-000005.txt,0.00,2018-06-18,91419_0000091419-18-000005.mda,https://www.sec.gov/Archives/edgar/data/91419/0000091419-18-000005.txt,0.00,2019-06-17,91419_0000091419-19-000005.mda,https://www.sec.gov/Archives/edgar/data/91419/0000091419-19-000005.txt,0.13,2020-06-19,91419_0000091419-20-000065.mda,https://www.sec.gov/Archives/edgar/data/91419/0000091419-20-000065.txt,0.58,-0.05,0.00,-0.01,-0.01,0.04,0.00,-0.02,-0.01,0.01,0.01
293,PBCT,People's United Financial,reports,Financials,Thrifts & Mortgage Finance,Bridgeport; Connecticut,2008-11-13,1378946,1842,2016-02-29,1378946_0001193125-16-485012.mda,https://www.sec.gov/Archives/edgar/data/1378946/0001193125-16-485012.txt,-0.60,2017-03-01,1378946_0001193125-17-065121.mda,https://www.sec.gov/Archives/edgar/data/1378946/0001193125-17-065121.txt,-0.47,2018-03-01,1378946_0001193125-18-067489.mda,https://www.sec.gov/Archives/edgar/data/1378946/0001193125-18-067489.txt,0.64,2019-03-01,1378946_0001193125-19-060912.mda,https://www.sec.gov/Archives/edgar/data/1378946/0001193125-19-060912.txt,1.33,2020-03-02,1378946_0001628280-20-002693.mda,https://www.sec.gov/Archives/edgar/data/1378946/0001628280-20-002693.txt,0.75,-0.11,-0.03,-0.03,0.00,0.03,0.02,-0.02,0.00,0.07,0.04
294,XRAY,Dentsply Sirona,reports,Health Care,Health Care Supplies,Charlotte; North Carolina,2008-11-14,818479,2016 (1969),2016-02-12,818479_0000818479-16-000056.mda,https://www.sec.gov/Archives/edgar/data/818479/0000818479-16-000056.txt,0.51,2017-03-01,818479_0000818479-17-000007.mda,https://www.sec.gov/Archives/edgar/data/818479/0000818479-17-000007.txt,0.63,2018-03-15,818479_0000818479-18-000014.mda,https://www.sec.gov/Archives/edgar/data/818479/0000818479-18-000014.txt,0.19,2019-03-08,818479_0000818479-19-000010.mda,https://www.sec.gov/Archives/edgar/data/818479/0000818479-19-000010.txt,-0.66,2020-03-02,818479_0000818479-20-000006.mda,https://www.sec.gov/Archives/edgar/data/818479/0000818479-20-000006.txt,-0.54,-0.15,-0.05,0.02,0.03,-0.08,-0.02,-0.01,0.00,0.00,0.00
295,WYNN,Wynn Resorts,reports,Consumer Discretionary,Casinos & Gaming,Paradise; Nevada,2008-11-14,1174922,2002,2016-02-29,1174922_0001174922-16-000144.mda,https://www.sec.gov/Archives/edgar/data/1174922/0001174922-16-000144.txt,-2.97,2017-02-24,1174922_0001174922-17-000027.mda,https://www.sec.gov/Archives/edgar/data/1174922/0001174922-17-000027.txt,-3.34,2018-02-28,1174922_0001174922-18-000019.mda,https://www.sec.gov/Archives/edgar/data/1174922/0001174922-18-000019.txt,-0.75,2019-02-28,1174922_0001174922-19-000021.mda,https://www.sec.gov/Archives/edgar/data/1174922/0001174922-19-000021.txt,0.55,2020-02-28,1174922_0001174922-20-000024.mda,https://www.sec.gov/Archives/edgar/data/1174922/0001174922-20-000024.txt,-4.19,-0.15,-0.03,-0.07,-0.02,0.00,-0.03,0.08,0.02,0.02,0.02
296,RSG,Republic Services,reports,Industrials,Environmental & Facilities Services,Phoenix; Arizona,2008-12-05,1060391,1998 (1981),2016-02-12,1060391_0001060391-16-000060.mda,https://www.sec.gov/Archives/edgar/data/1060391/0001060391-16-000060.txt,0.38,2017-02-17,1060391_0001060391-17-000012.mda,https://www.sec.gov/Archives/edgar/data/1060391/0001060391-17-000012.txt,0.63,2018-02-09,1060391_0001060391-18-000005.mda,https://www.sec.gov/Archives/edgar/data/1060391/0001060391-18-000005.txt,1.17,2019-02-08,1060391_0001060391-19-000008.mda,https://www.sec.gov/Archives/edgar/data/1060391/0001060391-19-000008.txt,0.47,2020-02-14,1060391_0001060391-20-000016.mda,https://www.sec.gov/Archives/edgar/data/1060391/0001060391-20-000016.txt,-0.26,0.00,0.01,0.00,-0.01,0.04,0.00,0.04,0.00,0.04,0.00
297,IRM,Iron Mountain,reports,Real Estate,Specialized REITs,Boston; Massachusetts,2009-01-06,1020569,1951,2016-02-26,1020569_0001020569-16-000013.mda,https://www.sec.gov/Archives/edgar/data/1020569/0001020569-16-000013.txt,-1.01,2017-02-23,1020569_0001020569-17-000010.mda,https://www.sec.gov/Archives/edgar/data/1020569/0001020569-17-000010.txt,-1.92,2018-02-16,1020569_0001020569-18-000006.mda,https://www.sec.gov/Archives/edgar/data/1020569/0001020569-18-000006.txt,0.92,2019-02-14,1020569_0001020569-19-000018.mda,https://www.sec.gov/Archives/edgar/data/1020569/0001020569-19-000018.txt,0.94,2020-02-13,1020569_0001020569-20-000029.mda,https://www.sec.gov/Archives/edgar/data/1020569/0001020569-20-000029.txt,0.74,0.08,0.04,0.00,-0.02,-0.05,-0.05,-0.02,-0.01,0.00,-0.02
298,WELL,Welltower,reports,Real Estate,Health Care REITs,Toledo; Ohio,2009-01-30,766704,1970,2016-02-18,766704_0000766704-16-000055.mda,https://www.sec.gov/Archives/edgar/data/766704/0000766704-16-000055.txt,-0.46,2017-02-22,766704_0000766704-17-000012.mda,https://www.sec.gov/Archives/edgar/data/766704/0000766704-17-000012.txt,-0.82,2018-02-28,766704_0000766704-18-000012.mda,https://www.sec.gov/Archives/edgar/data/766704/0000766704-18-000012.txt,-1.45,2019-02-25,766704_0000766704-19-000014.mda,https://www.sec.gov/Archives/edgar/data/766704/0000766704-19-000014.txt,-1.85,2020-02-14,766704_0000766704-20-000015.mda,https://www.sec.gov/Archives/edgar/data/766704/0000766704-20-000015.txt,-1.06,-0.01,0.02,0.00,0.00,0.03,0.01,0.04,0.03,0.11,0.05
299,HRL,Hormel,reports,Consumer Staples,Packaged Foods & Meats,Austin; Minnesota,2009-03-04,48465,1891,2016-12-21,48465_0001104659-16-163147.mda,https://www.sec.gov/Archives/edgar/data/48465/0001104659-16-163147.txt,0.00,2017-12-20,48465_0001104659-17-074227.mda,https://www.sec.gov/Archives/edgar/data/48465/0001104659-17-074227.txt,0.00,2018-12-07,48465_0000048465-18-000046.mda,https://www.sec.gov/Archives/edgar/data/48465/0000048465-18-000046.txt,2.64,2019-12-06,48465_0000048465-19-000057.mda,https://www.sec.gov/Archives/edgar/data/48465/0000048465-19-000057.txt,1.34,2020-12-04,48465_0000048465-20-000043.mda,https://www.sec.gov/Archives/edgar/data/48465/0000048465-20-000043.txt,3.03,0.00,0.00,-0.02,-0.01,-0.01,-0.02,-0.01,-0.01,0.00,0.01
300,VTR,Ventas,reports,Real Estate,Health Care REITs,Chicago; Illinois,2009-03-04,740260,1998,2016-02-12,740260_0000740260-16-000201.mda,https://www.sec.gov/Archives/edgar/data/740260/0000740260-16-000201.txt,-0.51,2017-02-14,740260_0000740260-17-000056.mda,https://www.sec.gov/Archives/edgar/data/740260/0000740260-17-000056.txt,-0.57,2018-02-09,740260_0000740260-18-000054.mda,https://www.sec.gov/Archives/edgar/data/740260/0000740260-18-000054.txt,-1.17,2019-02-08,740260_0000740260-19-000037.mda,https://www.sec.gov/Archives/edgar/data/740260/0000740260-19-000037.txt,-2.21,2020-02-24,740260_0000740260-20-000042.mda,https://www.sec.gov/Archives/edgar/data/740260/0000740260-20-000042.txt,-1.76,-0.17,-0.05,0.01,-0.01,0.01,-0.01,0.00,-0.02,0.07,0.00
301,ORLY,O'Reilly Automotive,reports,Consumer Discretionary,Specialty Stores,Springfield; Missouri,2009-03-27,898173,1957,2016-02-26,898173_0000898173-16-000276.mda,https://www.sec.gov/Archives/edgar/data/898173/0000898173-16-000276.txt,4.02,2017-02-28,898173_0000898173-17-000091.mda,https://www.sec.gov/Archives/edgar/data/898173/0000898173-17-000091.txt,3.91,2018-02-28,898173_0000898173-18-000077.mda,https://www.sec.gov/Archives/edgar/data/898173/0000898173-18-000077.txt,2.77,2019-02-27,898173_0000898173-19-000060.mda,https://www.sec.gov/Archives/edgar/data/898173/0000898173-19-000060.txt,1.65,2020-02-28,898173_0000898173-20-000007.mda,https://www.sec.gov/Archives/edgar/data/898173/0000898173-20-000007.txt,2.74,-0.01,0.02,-0.02,-0.02,0.02,0.02,0.01,0.01,-0.01,-0.03
302,PWR,Quanta Services,reports,Industrials,Construction & Engineering,Houston; Texas,2009-07-01,1050915,1997,2016-02-29,1050915_0001193125-16-485494.mda,https://www.sec.gov/Archives/edgar/data/1050915/0001193125-16-485494.txt,-1.17,2017-03-01,1050915_0001193125-17-064821.mda,https://www.sec.gov/Archives/edgar/data/1050915/0001193125-17-064821.txt,0.00,2018-02-28,1050915_0001050915-18-000003.mda,https://www.sec.gov/Archives/edgar/data/1050915/0001050915-18-000003.txt,-3.11,2019-02-28,1050915_0001050915-19-000014.mda,https://www.sec.gov/Archives/edgar/data/1050915/0001050915-19-000014.txt,-0.83,2020-02-28,1050915_0001050915-20-000020.mda,https://www.sec.gov/Archives/edgar/data/1050915/0001050915-20-000020.txt,-0.92,-0.03,-0.01,-0.03,0.00,0.00,-0.03,0.00,0.01,0.08,0.03
303,WDC,Western Digital,reports,Information Technology,Technology Hardware; Storage & Peripherals,San Jose; California,2009-07-01,106040,1970,2016-08-29,106040_0000106040-16-000033.mda,https://www.sec.gov/Archives/edgar/data/106040/0000106040-16-000033.txt,-3.39,2017-08-29,106040_0000106040-17-000027.mda,https://www.sec.gov/Archives/edgar/data/106040/0000106040-17-000027.txt,-2.13,2018-08-24,106040_0000106040-18-000029.mda,https://www.sec.gov/Archives/edgar/data/106040/0000106040-18-000029.txt,1.66,2019-08-27,106040_0000106040-19-000058.mda,https://www.sec.gov/Archives/edgar/data/106040/0000106040-19-000058.txt,0.00,2020-08-28,106040_0000106040-20-000049.mda,https://www.sec.gov/Archives/edgar/data/106040/0000106040-20-000049.txt,-1.43,0.08,0.09,0.05,-0.02,0.00,0.02,-0.01,0.00,0.00,0.00
304,FMC,FMC Corporation,reports,Materials,Fertilizers & Agricultural Chemicals,Philadelphia; Pennsylvania,2009-08-19,37785,1883,2016-02-26,37785_0000037785-16-000081.mda,https://www.sec.gov/Archives/edgar/data/37785/0000037785-16-000081.txt,0.95,2017-02-28,37785_0000037785-17-000011.mda,https://www.sec.gov/Archives/edgar/data/37785/0000037785-17-000011.txt,0.35,2018-02-28,37785_0000037785-18-000019.mda,https://www.sec.gov/Archives/edgar/data/37785/0000037785-18-000019.txt,1.71,2019-02-28,37785_0000037785-19-000039.mda,https://www.sec.gov/Archives/edgar/data/37785/0000037785-19-000039.txt,1.95,2020-02-28,37785_0000037785-20-000035.mda,https://www.sec.gov/Archives/edgar/data/37785/0000037785-20-000035.txt,2.75,-0.02,0.05,0.00,0.01,0.00,-0.05,0.03,0.00,0.08,0.01
305,BKNG,Booking Holdings,reports,Consumer Discretionary,Internet & Direct Marketing Retail,Norwalk; Connecticut,2009-11-06,1075531,1996,2016-02-17,1075531_0001075531-16-000084.mda,https://www.sec.gov/Archives/edgar/data/1075531/0001075531-16-000084.txt,0.03,2017-02-27,1075531_0001075531-17-000009.mda,https://www.sec.gov/Archives/edgar/data/1075531/0001075531-17-000009.txt,0.53,2018-02-27,1075531_0001075531-18-000015.mda,https://www.sec.gov/Archives/edgar/data/1075531/0001075531-18-000015.txt,0.73,2019-02-27,1075531_0001075531-19-000009.mda,https://www.sec.gov/Archives/edgar/data/1075531/0001075531-19-000009.txt,1.10,2020-02-26,1075531_0001075531-20-000011.mda,https://www.sec.gov/Archives/edgar/data/1075531/0001075531-20-000011.txt,-0.78,0.00,-0.04,-0.09,-0.11,0.09,0.07,0.06,0.06,0.14,0.13
306,ROST,Ross Stores,reports,Consumer Discretionary,Apparel Retail,Dublin; California,2009-12-21,745732,1982,2016-03-29,745732_0000745732-16-000037.mda,https://www.sec.gov/Archives/edgar/data/745732/0000745732-16-000037.txt,3.22,2017-03-28,745732_0000745732-17-000009.mda,https://www.sec.gov/Archives/edgar/data/745732/0000745732-17-000009.txt,3.31,2018-04-03,745732_0000745732-18-000004.mda,https://www.sec.gov/Archives/edgar/data/745732/0000745732-18-000004.txt,3.01,2019-04-02,745732_0000745732-19-000009.mda,https://www.sec.gov/Archives/edgar/data/745732/0000745732-19-000009.txt,3.30,2020-03-31,745732_0000745732-20-000016.mda,https://www.sec.gov/Archives/edgar/data/745732/0000745732-20-000016.txt,1.25,0.00,-0.04,0.03,0.01,0.03,0.04,-0.03,0.01,0.01,0.01
307,V,Visa,reports,Information Technology,Data Processing & Outsourced Services,San Francisco; California,2009-12-21,1403161,1958,2016-11-15,1403161_0001403161-16-000058.mda,https://www.sec.gov/Archives/edgar/data/1403161/0001403161-16-000058.txt,0.00,2017-11-17,1403161_0001403161-17-000044.mda,https://www.sec.gov/Archives/edgar/data/1403161/0001403161-17-000044.txt,0.67,2018-11-16,1403161_0001403161-18-000055.mda,https://www.sec.gov/Archives/edgar/data/1403161/0001403161-18-000055.txt,2.00,2019-11-14,1403161_0001403161-19-000050.mda,https://www.sec.gov/Archives/edgar/data/1403161/0001403161-19-000050.txt,2.06,2020-11-19,1403161_0001403161-20-000070.mda,https://www.sec.gov/Archives/edgar/data/1403161/0001403161-20-000070.txt,-0.45,0.02,-0.02,0.00,0.00,-0.06,-0.05,0.01,-0.01,0.02,0.02
308,ROP,Roper Technologies,reports,Industrials,Industrial Conglomerates,Sarasota; Florida,2009-12-23,882835,1981,2016-02-26,882835_0000882835-16-000035.mda,https://www.sec.gov/Archives/edgar/data/882835/0000882835-16-000035.txt,0.71,2017-02-27,882835_0000882835-17-000006.mda,https://www.sec.gov/Archives/edgar/data/882835/0000882835-17-000006.txt,-1.61,2018-02-23,882835_0000882835-18-000011.mda,https://www.sec.gov/Archives/edgar/data/882835/0000882835-18-000011.txt,0.54,2019-02-25,882835_0000882835-19-000010.mda,https://www.sec.gov/Archives/edgar/data/882835/0000882835-19-000010.txt,3.23,2020-02-28,882835_0000882835-20-000006.mda,https://www.sec.gov/Archives/edgar/data/882835/0000882835-20-000006.txt,2.69,-0.01,0.02,0.00,0.00,-0.04,0.02,0.01,0.00,0.01,-0.02
309,NRG,NRG Energy,reports,Utilities,Independent Power Producers & Energy Traders,Houston; Texas,2010-01-29,1013871,1992,2016-02-29,1013871_0001013871-16-000022.mda,https://www.sec.gov/Archives/edgar/data/1013871/0001013871-16-000022.txt,-2.37,2017-02-28,1013871_0001013871-17-000007.mda,https://www.sec.gov/Archives/edgar/data/1013871/0001013871-17-000007.txt,-3.10,2018-03-01,1013871_0001013871-18-000011.mda,https://www.sec.gov/Archives/edgar/data/1013871/0001013871-18-000011.txt,-2.98,2019-02-28,1013871_0001013871-19-000007.mda,https://www.sec.gov/Archives/edgar/data/1013871/0001013871-19-000007.txt,-0.38,2020-02-27,1013871_0001013871-20-000013.mda,https://www.sec.gov/Archives/edgar/data/1013871/0001013871-20-000013.txt,0.00,-0.02,-0.05,0.01,0.03,0.14,0.08,0.02,0.00,0.27,0.04
310,BRK.B,Berkshire Hathaway,reports,Financials,Multi-Sector Holdings,Omaha; Nebraska,2010-02-16,1067983,1839,2016-02-29,1067983_0001193125-16-483023.mda,https://www.sec.gov/Archives/edgar/data/1067983/0001193125-16-483023.txt,0.67,2017-02-27,1067983_0001193125-17-056969.mda,https://www.sec.gov/Archives/edgar/data/1067983/0001193125-17-056969.txt,0.00,2018-02-26,1067983_0001193125-18-057033.mda,https://www.sec.gov/Archives/edgar/data/1067983/0001193125-18-057033.txt,0.12,2019-02-25,1067983_0001193125-19-048926.mda,https://www.sec.gov/Archives/edgar/data/1067983/0001193125-19-048926.txt,1.16,2020-02-24,1067983_0001564590-20-005874.mda,https://www.sec.gov/Archives/edgar/data/1067983/0001564590-20-005874.txt,0.17,-0.02,-0.02,0.00,0.00,-0.04,0.00,0.03,0.00,0.03,0.02
311,DISCA,Discovery (Series A),reports,Communication Services,Broadcasting,New York City; New York,2010-03-01,1437107,1985,2016-02-18,1437107_0001437107-16-000059.mda,https://www.sec.gov/Archives/edgar/data/1437107/0001437107-16-000059.txt,2.41,2017-02-14,1437107_0001437107-17-000007.mda,https://www.sec.gov/Archives/edgar/data/1437107/0001437107-17-000007.txt,1.87,2018-02-28,1437107_0001437107-18-000028.mda,https://www.sec.gov/Archives/edgar/data/1437107/0001437107-18-000028.txt,2.60,2019-03-01,1437107_0001437107-19-000013.mda,https://www.sec.gov/Archives/edgar/data/1437107/0001437107-19-000013.txt,2.28,2020-02-27,1437107_0001437107-20-000006.mda,https://www.sec.gov/Archives/edgar/data/1437107/0001437107-20-000006.txt,1.56,-0.05,-0.03,0.00,0.00,-0.08,-0.08,0.02,-0.02,-0.07,-0.05
312,OKE,Oneok,reports,Energy,Oil & Gas Storage & Transportation,Tulsa; Oklahoma,2010-03-15,1039684,1906,2016-02-23,1039684_0001039684-16-000113.mda,https://www.sec.gov/Archives/edgar/data/1039684/0001039684-16-000113.txt,-0.15,2017-02-28,1039684_0001039684-17-000019.mda,https://www.sec.gov/Archives/edgar/data/1039684/0001039684-17-000019.txt,0.86,2018-02-27,1039684_0001039684-18-000021.mda,https://www.sec.gov/Archives/edgar/data/1039684/0001039684-18-000021.txt,1.41,2019-02-26,1039684_0001039684-19-000016.mda,https://www.sec.gov/Archives/edgar/data/1039684/0001039684-19-000016.txt,2.08,2020-02-25,1039684_0001039684-20-000012.mda,https://www.sec.gov/Archives/edgar/data/1039684/0001039684-20-000012.txt,0.80,-0.09,-0.02,-0.03,-0.04,-0.01,-0.02,0.06,0.04,0.13,0.01
